task,subj,wave,session,trialtype,cresp,resp,acc,rt,trialnum,hilo,hilo_all
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,337,5,,
Axcpt,DMCC6484785,wave2,reactive,AY,1,1,1,910,6,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,576,7,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,495,8,lo,lo
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,542,9,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,514,10,,
Axcpt,DMCC6484785,wave2,reactive,Ang,,,1,0,11,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,423,12,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,452,13,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,497,14,lo,lo
Axcpt,DMCC6484785,wave2,reactive,Bng,,,1,0,15,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,521,16,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BX,1,1,1,724,17,hi,hi
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,558,18,,
Axcpt,DMCC6484785,wave2,reactive,AY,1,1,1,641,19,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,1073,20,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,372,21,lo,lo
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,368,22,,
Axcpt,DMCC6484785,wave2,reactive,BX,1,1,1,968,23,hi,hi
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,534,24,lo,lo
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,695,25,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,531,26,lo,lo
Axcpt,DMCC6484785,wave2,reactive,AY,1,1,1,692,27,,
Axcpt,DMCC6484785,wave2,reactive,Ang,,,1,0,28,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,1098,29,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BX,1,1,1,898,30,hi,hi
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,361,31,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,849,32,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,595,33,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,596,34,,
Axcpt,DMCC6484785,wave2,reactive,Bng,,1,0,71,35,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,,0,0,36,,
Axcpt,DMCC6484785,wave2,reactive,AY,1,1,1,715,37,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,495,38,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,465,39,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,416,40,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,638,41,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,715,42,lo,lo
Axcpt,DMCC6484785,wave2,reactive,Ang,,,1,0,43,,
Axcpt,DMCC6484785,wave2,reactive,BX,1,1,1,1024,44,hi,hi
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,634,45,lo,lo
Axcpt,DMCC6484785,wave2,reactive,Bng,,,1,0,46,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,1348,47,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,389,48,,
Axcpt,DMCC6484785,wave2,reactive,BX,1,1,1,877,49,hi,hi
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,420,50,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,434,51,,
Axcpt,DMCC6484785,wave2,reactive,Bng,,,1,0,52,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,572,53,,
Axcpt,DMCC6484785,wave2,reactive,Ang,,,1,0,54,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,784,55,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,471,56,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,500,57,lo,lo
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,331,58,,
Axcpt,DMCC6484785,wave2,reactive,AY,1,1,1,562,59,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,568,60,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,346,61,lo,lo
Axcpt,DMCC6484785,wave2,reactive,Ang,,,1,0,62,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,683,63,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,583,64,lo,lo
Axcpt,DMCC6484785,wave2,reactive,AX,2,1,0,542,65,,
Axcpt,DMCC6484785,wave2,reactive,BX,1,1,1,921,66,hi,hi
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,393,67,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,773,68,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,396,69,lo,lo
Axcpt,DMCC6484785,wave2,reactive,AY,1,1,1,585,70,,
Axcpt,DMCC6484785,wave2,reactive,Bng,,1,0,451,71,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,789,72,,
Axcpt,DMCC6484785,wave2,reactive,AY,1,1,1,664,73,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,693,74,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,777,75,lo,lo
Axcpt,DMCC6484785,wave2,reactive,AX,2,1,0,1312,76,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,420,77,lo,lo
Axcpt,DMCC6484785,wave2,reactive,Ang,,,1,0,78,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,491,79,,
Axcpt,DMCC6484785,wave2,reactive,Bng,,,1,0,80,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,589,81,lo,lo
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,444,82,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,352,83,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,411,84,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,432,85,lo,lo
Axcpt,DMCC6484785,wave2,reactive,Ang,,,1,0,86,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,1177,87,,
Axcpt,DMCC6484785,wave2,reactive,BX,1,1,1,1406,88,hi,hi
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,563,89,lo,lo
Axcpt,DMCC6484785,wave2,reactive,Bng,,,1,0,90,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,585,91,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BX,1,1,1,772,92,hi,hi
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,361,93,lo,lo
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,392,94,,
Axcpt,DMCC6484785,wave2,reactive,AY,1,1,1,529,95,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,372,96,lo,lo
Axcpt,DMCC6484785,wave2,reactive,Bng,,,1,0,97,,
Axcpt,DMCC6484785,wave2,reactive,Ang,,,1,0,98,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,621,99,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,571,100,lo,lo
Axcpt,DMCC6484785,wave2,reactive,AY,1,1,1,968,101,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,353,102,,
Axcpt,DMCC6484785,wave2,reactive,AY,1,1,1,539,103,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,1,0,1000,104,,
Axcpt,DMCC6484785,wave2,reactive,BX,1,1,1,909,105,hi,hi
Axcpt,DMCC6484785,wave2,reactive,Ang,,,1,0,106,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,1009,107,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,620,108,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BX,1,,0,0,109,hi,hi
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,469,110,lo,lo
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,665,111,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,384,112,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,435,113,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,378,114,lo,lo
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,454,115,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,285,116,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,296,117,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,643,118,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,656,119,lo,lo
Axcpt,DMCC6484785,wave2,reactive,Bng,,,1,0,120,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,426,121,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,511,122,lo,lo
Axcpt,DMCC6484785,wave2,reactive,AY,1,1,1,502,123,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,582,124,,
Axcpt,DMCC6484785,wave2,reactive,BX,1,1,1,967,125,hi,hi
Axcpt,DMCC6484785,wave2,reactive,AX,2,1,0,514,126,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,484,127,lo,lo
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,404,128,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,598,129,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,385,130,lo,lo
Axcpt,DMCC6484785,wave2,reactive,Bng,,,1,0,131,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,392,132,,
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,329,133,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,853,134,lo,lo
Axcpt,DMCC6484785,wave2,reactive,AX,2,2,1,1110,135,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,842,136,lo,lo
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,546,137,lo,lo
Axcpt,DMCC6484785,wave2,reactive,Ang,,,1,0,138,,
Axcpt,DMCC6484785,wave2,reactive,AY,1,1,1,572,139,,
Axcpt,DMCC6484785,wave2,reactive,Ang,,,1,0,140,,
Axcpt,DMCC6484785,wave2,reactive,Bng,,,1,0,141,,
Axcpt,DMCC6484785,wave2,reactive,BX,1,1,1,1167,142,hi,hi
Axcpt,DMCC6484785,wave2,reactive,AX,2,,0,0,143,,
Axcpt,DMCC6484785,wave2,reactive,BY,1,1,1,670,144,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,,0,0,1,,
Axcpt,DMCC6627478,wave1,baseline,Bng,,,1,0,2,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,418,3,lo,lo
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,381,4,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,335,5,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,377,6,lo,lo
Axcpt,DMCC6627478,wave1,baseline,BX,1,1,1,353,7,hi,hi
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,278,8,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,406,9,,
Axcpt,DMCC6627478,wave1,baseline,BX,1,1,1,319,10,hi,hi
Axcpt,DMCC6627478,wave1,baseline,AY,1,1,1,401,11,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,300,12,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,329,13,lo,lo
Axcpt,DMCC6627478,wave1,baseline,Ang,,1,0,382,14,,
Axcpt,DMCC6627478,wave1,baseline,AY,1,1,1,670,15,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,342,16,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,374,17,lo,lo
Axcpt,DMCC6627478,wave1,baseline,Bng,,,1,0,18,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,314,19,,
Axcpt,DMCC6627478,wave1,baseline,Ang,,,1,0,20,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,458,21,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,312,22,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,936,23,lo,lo
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,359,24,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,455,25,,
Axcpt,DMCC6627478,wave1,baseline,BX,1,2,0,620,26,hi,hi
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,430,27,,
Axcpt,DMCC6627478,wave1,baseline,AY,1,1,1,479,28,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,358,29,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,345,30,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,487,31,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,417,32,lo,lo
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,596,33,lo,lo
Axcpt,DMCC6627478,wave1,baseline,Ang,,,1,0,34,,
Axcpt,DMCC6627478,wave1,baseline,BX,1,1,1,414,35,hi,hi
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,358,36,lo,lo
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,367,37,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,429,38,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,553,39,lo,lo
Axcpt,DMCC6627478,wave1,baseline,Bng,,,1,0,40,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,376,41,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,627,42,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,361,43,,
Axcpt,DMCC6627478,wave1,baseline,AY,1,1,1,461,44,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,359,45,,
Axcpt,DMCC6627478,wave1,baseline,Ang,,,1,0,46,,
Axcpt,DMCC6627478,wave1,baseline,Bng,,,1,0,47,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,520,48,lo,lo
Axcpt,DMCC6627478,wave1,baseline,BX,1,1,1,405,49,hi,hi
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,408,50,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,304,51,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,297,52,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,359,53,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,340,54,,
Axcpt,DMCC6627478,wave1,baseline,AY,1,1,1,478,55,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,344,56,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,359,57,,
Axcpt,DMCC6627478,wave1,baseline,Ang,,,1,0,58,,
Axcpt,DMCC6627478,wave1,baseline,AY,1,1,1,502,59,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,805,60,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,396,61,lo,lo
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,414,62,lo,lo
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,496,63,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,372,64,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,473,65,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,462,66,,
Axcpt,DMCC6627478,wave1,baseline,Bng,,,1,0,67,,
Axcpt,DMCC6627478,wave1,baseline,BX,1,1,1,893,68,hi,hi
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,424,69,lo,lo
Axcpt,DMCC6627478,wave1,baseline,Bng,,,1,0,70,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,453,71,lo,lo
Axcpt,DMCC6627478,wave1,baseline,Ang,,,1,0,72,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,374,73,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,385,74,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,311,75,,
Axcpt,DMCC6627478,wave1,baseline,Ang,,,1,0,76,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,311,77,lo,lo
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,354,78,lo,lo
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,260,79,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,284,80,,
Axcpt,DMCC6627478,wave1,baseline,Ang,,,1,0,81,,
Axcpt,DMCC6627478,wave1,baseline,AY,1,1,1,410,82,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,332,83,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,1,0,336,84,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,329,85,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,339,86,,
Axcpt,DMCC6627478,wave1,baseline,Bng,,1,0,418,87,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,335,88,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,378,89,lo,lo
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,340,90,lo,lo
Axcpt,DMCC6627478,wave1,baseline,BX,1,1,1,640,91,hi,hi
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,302,92,,
Axcpt,DMCC6627478,wave1,baseline,Bng,,,1,0,93,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,307,94,,
Axcpt,DMCC6627478,wave1,baseline,AY,1,1,1,541,95,,
Axcpt,DMCC6627478,wave1,baseline,BX,1,1,1,394,96,hi,hi
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,340,97,lo,lo
Axcpt,DMCC6627478,wave1,baseline,Bng,,1,0,365,98,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,369,99,lo,lo
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,414,100,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,315,101,,
Axcpt,DMCC6627478,wave1,baseline,AY,1,1,1,484,102,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,382,103,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,356,104,,
Axcpt,DMCC6627478,wave1,baseline,BX,1,1,1,315,105,hi,hi
Axcpt,DMCC6627478,wave1,baseline,Bng,,,1,0,106,,
Axcpt,DMCC6627478,wave1,baseline,BX,1,1,1,676,107,hi,hi
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,383,108,lo,lo
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,322,109,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,1,0,332,110,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,379,111,lo,lo
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,362,112,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,314,113,,
Axcpt,DMCC6627478,wave1,baseline,Ang,,,1,0,114,,
Axcpt,DMCC6627478,wave1,baseline,AY,1,1,1,444,115,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,302,116,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,319,117,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,665,118,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,430,119,,
Axcpt,DMCC6627478,wave1,baseline,Ang,,,1,0,120,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,396,121,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,,0,0,122,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,333,123,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,296,124,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,320,125,,
Axcpt,DMCC6627478,wave1,baseline,Ang,,,1,0,126,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,456,127,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,703,128,,
Axcpt,DMCC6627478,wave1,baseline,Bng,,,1,0,129,,
Axcpt,DMCC6627478,wave1,baseline,Bng,,1,0,302,130,,
Axcpt,DMCC6627478,wave1,baseline,BX,1,1,1,377,131,hi,hi
Axcpt,DMCC6627478,wave1,baseline,AY,1,1,1,492,132,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,427,133,,
Axcpt,DMCC6627478,wave1,baseline,BX,1,1,1,464,134,hi,hi
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,412,135,lo,lo
Axcpt,DMCC6627478,wave1,baseline,Ang,,,1,0,136,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,378,137,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,319,138,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,302,139,,
Axcpt,DMCC6627478,wave1,baseline,AX,2,2,1,423,140,,
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,492,141,lo,lo
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,371,142,lo,lo
Axcpt,DMCC6627478,wave1,baseline,BY,1,1,1,246,143,lo,lo
Axcpt,DMCC6627478,wave1,baseline,AY,1,1,1,456,144,,
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,157,1,lo,lo
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,232,2,,
Axcpt,DMCC6627478,wave1,proactive,AY,1,2,0,246,3,,
Axcpt,DMCC6627478,wave1,proactive,AY,1,,0,0,4,,
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,109,5,lo,lo
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,140,6,lo,lo
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,64,7,lo,lo
Axcpt,DMCC6627478,wave1,proactive,AX,2,1,0,187,8,,
Axcpt,DMCC6627478,wave1,proactive,Ang,,2,0,56,9,,
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,103,10,lo,lo
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,107,11,lo,lo
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,69,12,,
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,186,13,,
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,47,14,,
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,198,15,lo,lo
Axcpt,DMCC6627478,wave1,proactive,Ang,,2,0,116,16,,
Axcpt,DMCC6627478,wave1,proactive,Bng,,1,0,17,17,,
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,50,18,,
Axcpt,DMCC6627478,wave1,proactive,BX,1,1,1,93,19,hi,hi
Axcpt,DMCC6627478,wave1,proactive,BX,1,1,1,152,20,hi,hi
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,95,21,,
Axcpt,DMCC6627478,wave1,proactive,Bng,,1,0,204,22,,
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,108,23,,
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,196,24,lo,lo
Axcpt,DMCC6627478,wave1,proactive,AX,2,,0,0,25,,
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,121,26,,
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,22,27,,
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,123,28,lo,lo
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,207,29,lo,lo
Axcpt,DMCC6627478,wave1,proactive,Ang,,2,0,91,30,,
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,63,31,lo,lo
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,123,32,,
Axcpt,DMCC6627478,wave1,proactive,AY,1,2,0,78,33,,
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,80,34,lo,lo
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,241,35,lo,lo
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,268,36,,
Axcpt,DMCC6627478,wave1,proactive,Ang,,2,0,61,37,,
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,134,38,lo,lo
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,89,39,,
Axcpt,DMCC6627478,wave1,proactive,BY,1,,0,0,40,lo,lo
Axcpt,DMCC6627478,wave1,proactive,AY,1,2,0,180,41,,
Axcpt,DMCC6627478,wave1,proactive,BX,1,1,1,0,42,hi,hi
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,70,43,,
Axcpt,DMCC6627478,wave1,proactive,BX,1,1,1,82,44,hi,hi
Axcpt,DMCC6627478,wave1,proactive,Bng,,1,0,161,45,,
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,157,46,,
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,87,47,lo,lo
Axcpt,DMCC6627478,wave1,proactive,Bng,,1,0,111,48,,
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,111,49,lo,lo
Axcpt,DMCC6627478,wave1,proactive,BX,1,,0,0,50,hi,hi
Axcpt,DMCC6627478,wave1,proactive,Ang,,,1,0,51,,
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,245,52,,
Axcpt,DMCC6627478,wave1,proactive,AY,1,2,0,14,53,,
Axcpt,DMCC6627478,wave1,proactive,BX,1,1,1,26,54,hi,hi
Axcpt,DMCC6627478,wave1,proactive,BY,1,,0,0,55,lo,lo
Axcpt,DMCC6627478,wave1,proactive,AX,2,,0,0,56,,
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,112,57,,
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,78,58,lo,lo
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,166,59,lo,lo
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,156,60,lo,lo
Axcpt,DMCC6627478,wave1,proactive,Bng,,,1,0,61,,
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,124,62,,
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,95,63,,
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,56,64,lo,lo
Axcpt,DMCC6627478,wave1,proactive,Bng,,1,0,6,65,,
Axcpt,DMCC6627478,wave1,proactive,Ang,,2,0,200,66,,
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,59,67,,
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,68,68,lo,lo
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,113,69,,
Axcpt,DMCC6627478,wave1,proactive,AX,2,2,1,78,70,,
Axcpt,DMCC6627478,wave1,proactive,AY,1,2,0,189,71,,
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,54,72,lo,lo
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,87,73,lo,lo
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,60,74,lo,lo
Axcpt,DMCC6627478,wave1,proactive,Ang,,2,0,148,75,,
Axcpt,DMCC6627478,wave1,proactive,BY,1,1,1,5,76,lo,lo
Axcpt,DMCC6627478,wave1,proactive,AY,1,2,0,33,77,,
